seqNum,peak,I,mu,sigma,R2,isoshift,theorshift,masserror,isoratio,rt,tic,bpI,bpMZ,ion,n
2,0,1310.3113807838486,116.07100089271736,2.688117381949994e-4,0.9987324706006578,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,P,NA
2,13C,54.22694732035935,117.0743636696361,NA,0.9873451581241152,1.0033627769187348,1.00335484,7.936918734685605e-6,0.041384779309418765,5.89481633598,317340608,90130648,132.065902709961,P,5
2,15N,3.607930137572606,117.06796785553125,NA,0.9980376485545706,0.996966962813886,0.9970349599999988,-6.799718611283367e-5,0.0027534906515230646,5.89481633598,317340608,90130648,132.065902709961,P,1
2,2H,1.1362290112485196,117.07733648995075,NA,0.6594976914081563,1.006335597233388,1.0062767460000002,5.8851233387891e-5,8.671442741868043e-4,5.89481633598,317340608,90130648,132.065902709961,P,10
2,18O,3.6937595582471943,118.07512865655622,NA,0.9907797953905333,2.004127763838852,2.0042457800000015,-1.1801616114937019e-4,0.0028189937234900076,5.89481633598,317340608,90130648,132.065902709961,P,2
2,0,28626.931358253565,132.0658990742542,0.00032620834412003306,0.9989175329682847,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,Hyp,NA
2,13C,1593.77412142022,133.06928116012554,NA,0.9983684707149333,1.0033820858713511,1.00335484,2.724587135105594e-5,0.05567394218663648,5.89481633598,317340608,90130648,132.065902709961,Hyp,5
2,15N,69.98768782067262,133.06300071329736,NA,0.9814079258916717,0.9971016390431657,0.9970349599999988,6.667904316692841e-5,0.002444819772849811,5.89481633598,317340608,90130648,132.065902709961,Hyp,1
2,2H,26.852362137161062,133.07195313954216,NA,0.756953967328098,1.0060540652879695,1.0062767460000002,-2.226807120306873e-4,9.380104979159469e-4,5.89481633598,317340608,90130648,132.065902709961,Hyp,10
2,18O,137.89535364468477,134.07019468249797,NA,0.9920745985040704,2.0042956082437797,2.0042457800000015,4.982824377819384e-5,0.004816979924218371,5.89481633598,317340608,90130648,132.065902709961,Hyp,3
2,0,11.430491449802542,147.11357213969418,4.299246999279095e-4,0.9945541456958474,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,K,NA
2,13C,1.4278574334685536,148.11681471325727,NA,0.7550347806375378,1.0032425735630852,1.00335484,-1.1226643691486515e-4,0.12491653921784959,5.89481633598,317340608,90130648,132.065902709961,K,6
2,2H,1.309225028722001,148.12098881428176,NA,0.9283135574820327,1.0074166745875743,1.0062767460000002,0.0011399285875741683,0.11453794742522795,5.89481633598,317340608,90130648,132.065902709961,K,15
2,0,99.23887815518765,163.1124819406373,4.8169980971536457e-4,0.9983556919691345,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,Hyl,NA
2,13C,11.906643302176526,164.1158936864916,NA,0.9977491678695627,1.0034117458542937,1.00335484,5.690585429363182e-5,0.11997962415049847,5.89481633598,317340608,90130648,132.065902709961,Hyl,6
2,0,111.6938593366765,166.08698730970744,4.929240175355256e-4,0.998772019594613,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,F,NA
2,13C,10.242459737170895,167.09046173011885,NA,0.996836677030446,1.0034744204114077,1.00335484,1.1958041140758269e-4,0.09170118928648763,5.89481633598,317340608,90130648,132.065902709961,F,9
2,18O,1.0842387905507427,168.0910483011538,NA,0.9297233019394584,2.0040609914463516,2.0042457800000015,-1.84788553649895e-4,0.009707237237479136,5.89481633598,317340608,90130648,132.065902709961,F,2
2,0,1602.5344426220568,133.0692811047622,3.297853061599987e-4,0.998821173450758,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,N,NA
2,13C,21.23449742260877,134.07255868299208,NA,0.9991300453245902,1.00327757822987,1.00335484,-7.726177013012148e-5,0.013250571630688336,5.89481633598,317340608,90130648,132.065902709961,N,4
2,15N,4.459548974588784,134.06613556764867,NA,0.8726661388493395,0.9968544628864606,0.9970349599999988,-1.8049711353818054e-4,0.002782810063846177,5.89481633598,317340608,90130648,132.065902709961,N,2
2,18O,6.391118798432901,135.073599728441,NA,0.8280106817018784,2.0043186236787847,2.0042457800000015,7.284367878312992e-5,0.003988131941785783,5.89481633598,317340608,90130648,132.065902709961,N,3
2,0,5.508842401781789,134.04528033118802,2.7449809462973225e-4,0.9952279014552656,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,D,NA
2,2H,14.417401641233669,135.05058080227585,NA,0.8906950718761667,1.0053004710878213,1.0062767460000002,-9.762749121788872e-4,2.6171381552992843,5.89481633598,317340608,90130648,132.065902709961,D,8
2,0,11.749356818727236,120.06596123545994,3.044788490578157e-4,0.9963987251422852,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,T,NA
2,13C,1.041930623798814,121.06917494049952,NA,0.7487555915612951,1.0032137050395846,1.00335484,-1.411349604154566e-4,0.08867980093498279,5.89481633598,317340608,90130648,132.065902709961,T,4
2,0,55.95094521604205,130.050402299567,3.3543693230534706e-4,0.9982565496315039,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,Pyr,NA
2,13C,3.1310874574202714,131.05344494484982,NA,0.8006975376073281,1.003042645282818,1.00335484,-3.1219471718202385e-4,0.055961296906250256,5.89481633598,317340608,90130648,132.065902709961,Pyr,5
2,0,2.0346585994394935,122.03018055782522,2.2710160845954754e-4,0.9453692035575527,0,0,0,1,5.89481633598,317340608,90130648,132.065902709961,C,NA
2,18O,0.7693629641646799,124.03397579082643,NA,0.6230664594946504,2.003795233001213,2.0042457800000015,-4.5054699878832594e-4,0.3781287752041662,5.89481633598,317340608,90130648,132.065902709961,C,2
