seqNum,peak,I,mu,sigma,R2,isoshift,theorshift,masserror,isoratio,rt,tic,bpI,bpMZ,ion,n
1,0,199257.85975655343,116.07070415542744,2.6823696080274345e-4,0.9976887700698299,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,P,NA
1,13C,11057.40281454938,117.07406977677456,NA,0.9979919585723012,1.003365621347129,1.00335484,1.0781347128840935e-5,0.05549293176218466,0.35371302402,1804624512,763264128,116.070709228516,P,5
1,15N,490.03949211312954,117.06794934701692,NA,0.972282745875197,0.9972451915894851,0.9970349599999988,2.1023158948629828e-4,0.002459323274433658,0.35371302402,1804624512,763264128,116.070709228516,P,1
1,2H,145.51352950097643,117.0762556686228,NA,0.5547074629495944,1.0055515131953712,1.0062767460000002,-7.252328046289946e-4,7.302774890725012e-4,0.35371302402,1804624512,763264128,116.070709228516,P,10
1,18O,624.4959829528992,118.07506004356117,NA,0.9926537835496181,2.0043558881337304,2.0042457800000015,1.1010813372891448e-4,0.003134109659292173,0.35371302402,1804624512,763264128,116.070709228516,P,2
1,0,9.185309096340498,147.11331730948706,2.6801457366078084e-4,0.9932538335836866,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,K,NA
1,2H,5.799566196629948,148.11988522218317,NA,0.9605925560789592,1.006567912696113,1.0062767460000002,2.911666961127324e-4,0.631395866573564,0.35371302402,1804624512,763264128,116.070709228516,K,15
1,0,4.488548508481815,90.06252131737504,1.7538178541827375e-4,0.9690081639403563,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,A,NA
1,2H,4.251703772704595,91.06925072904151,NA,0.9753735156318298,1.0067294116664698,1.0062767460000002,4.526656664696205e-4,0.9472335577236909,0.35371302402,1804624512,763264128,116.070709228516,A,8
1,0,10.31156058389432,166.09145923041,4.105360031632585e-4,0.9875229335709012,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,F,NA
1,2H,12.134373460210998,167.09793912907975,NA,0.9951809355278647,1.0064798986697383,1.0062767460000002,2.0315266973813806e-4,1.176773715431953,0.35371302402,1804624512,763264128,116.070709228516,F,12
1,0,11.174036010349083,134.05423262504223,2.8106563875743827e-4,0.9895185467099566,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,D,NA
1,2H,4.1270677591790905,135.06060697562967,NA,0.8967614383087467,1.0063743505874356,1.0062767460000002,9.760458743546252e-5,0.3693444119346595,0.35371302402,1804624512,763264128,116.070709228516,D,8
1,0,13.615045477803992,147.08136481060882,3.7758184719828715e-4,0.9787639631479353,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,Q,NA
1,15N,6.149543099709872,148.07864856995064,NA,0.9161531589061802,0.9972837593418262,0.9970349599999988,2.4879934182742147e-4,0.45167260805226106,0.35371302402,1804624512,763264128,116.070709228516,Q,2
1,0,21.686361025831943,130.04407453844232,3.633677227401888e-4,0.9836386966704216,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,Pyr,NA
1,18O,9.73847886797422,132.0485680817191,NA,0.7853825841969648,2.0044935432767943,2.0042457800000015,2.4776327679276733e-4,0.44906007312034163,0.35371302402,1804624512,763264128,116.070709228516,Pyr,3
1,0,15.926691711568305,122.03719845142209,2.1355501873380564e-4,0.9995691322713705,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,C,NA
1,2H,12.377642475344153,123.0440771349788,NA,0.9828012980461711,1.006878683556721,1.0062767460000002,6.019375567207774e-4,0.777163437297759,0.35371302402,1804624512,763264128,116.070709228516,C,8
1,0,6.8407515592262875,76.0469214962034,1.4270629258864354e-4,0.9970092429265761,0,0,0,1,0.35371302402,1804624512,763264128,116.070709228516,G,NA
1,13C,1.5066972390089022,77.04953528685674,NA,0.5017192645393898,1.002613790653342,1.00335484,-7.410493466579737e-4,0.2202531733485896,0.35371302402,1804624512,763264128,116.070709228516,G,2
1,15N,3.185376805443562,77.04470382957746,NA,0.8643551917808766,0.9977823333740616,0.9970349599999988,7.473733740628319e-4,0.46564719941442206,0.35371302402,1804624512,763264128,116.070709228516,G,1
1,2H,3.6226372617682636,77.05302857341333,NA,0.8546575956193109,1.0061070772099328,1.0062767460000002,-1.696687900674121e-4,0.5295671433765673,0.35371302402,1804624512,763264128,116.070709228516,G,6
3,0,183275.82386911224,116.07071684823437,2.6835413041467e-4,0.997128218465896,0,0,0,1,13.913834832,1589778944,701568000,116.070724487305,P,NA
3,13C,10362.05262925756,117.07409624290649,NA,0.9974410018433689,1.0033793946721232,1.00335484,2.4554672123144883e-5,0.0565380223670837,13.913834832,1589778944,701568000,116.070724487305,P,5
3,15N,367.28648591402447,117.06796880479472,NA,0.9582775346511871,0.9972519565603477,0.9970349599999988,2.1699656034890324e-4,0.0020040094659529387,13.913834832,1589778944,701568000,116.070724487305,P,1
3,2H,189.08160288307187,117.07653399739654,NA,0.7886472220497188,1.0058171491621692,1.0062767460000002,-4.595968378309223e-4,0.0010316778224830454,13.913834832,1589778944,701568000,116.070724487305,P,10
3,18O,640.8615369257773,118.07507425603016,NA,0.9896936711268225,2.004357407795794,2.0042457800000015,1.1162779579265703e-4,0.0034967052576637342,13.913834832,1589778944,701568000,116.070724487305,P,2
3,0,60.828702052775554,132.06585247485123,3.3441605550345673e-4,0.9833368791508911,0,0,0,1,13.913834832,1589778944,701568000,116.070724487305,Hyp,NA
