,seqNum,peak,isoratio,ion,filename,scan_type
1110,109,18O,0.005166214372075665,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1129,111,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1130,111,13C,0.055269370676896135,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1131,111,15N,0.002458231820673143,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1132,111,2H,0.0005251756651273161,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1133,111,18O,0.005229612761849143,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1148,113,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1149,113,13C,0.05549603980926792,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1150,113,15N,0.002664948765462405,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1151,113,2H,0.0007943235091489184,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1152,113,18O,0.0053142646221910495,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1163,115,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1164,115,13C,0.055671056270567634,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1165,115,15N,0.002800148869711746,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1166,115,2H,0.0010313341080692804,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1167,115,18O,0.005165444818213094,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1189,117,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1190,117,13C,0.055035154467158016,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1191,117,15N,0.002759655440156455,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1192,117,2H,0.0009815723632512923,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1193,117,18O,0.005472513347506504,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1208,119,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1209,119,13C,0.05821215536274906,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1210,119,15N,0.0014459339150018778,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1211,119,2H,0.00024156709189481846,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1212,119,18O,0.005432135468385157,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1218,121,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1219,121,13C,0.05527192700410815,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1220,121,15N,0.0025010099689624604,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1221,121,2H,0.0005177443741154425,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1222,121,18O,0.005226044012494813,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1230,123,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1231,123,13C,0.05513223996850178,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1232,123,15N,0.0027295267589857912,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1233,123,2H,0.0009020850305611707,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1234,123,18O,0.005205380727181071,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1249,125,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1250,125,13C,0.055134050625697935,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1251,125,15N,0.0027783555091626675,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1252,125,2H,0.0010145874286517477,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1253,125,18O,0.005201116738890409,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1269,127,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1270,127,13C,0.05549134328937316,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1271,127,15N,0.002779361318030625,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1272,127,2H,0.001156212703604946,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1273,127,18O,0.005341475382693492,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1290,129,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1291,129,13C,0.055269107329873716,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1292,129,15N,0.0024494572783933,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1293,129,2H,0.0006033332515389486,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1294,129,18O,0.005272291457252575,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1308,131,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1309,131,13C,0.05521602536123583,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1310,131,15N,0.0027144940946364137,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1311,131,2H,0.0012338242485604107,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1312,131,18O,0.00534671728411859,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1327,133,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1328,133,13C,0.0553599335021148,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1329,133,15N,0.0026284367655710983,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1330,133,2H,0.0008243291554999394,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1331,133,18O,0.005263484587025346,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1351,137,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1352,137,13C,0.055038892743714575,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1353,137,15N,0.002928232625051003,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1354,137,2H,0.0012048932201039505,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1355,137,18O,0.005156016688244318,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1372,139,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1373,139,13C,0.05769748577932165,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1374,139,15N,0.001487665295939924,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1375,139,18O,0.0054522326052587845,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1386,141,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1387,141,13C,0.055050757204480376,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1388,141,15N,0.002489225323208864,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1389,141,2H,0.0006724057604419334,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1390,141,18O,0.005236425552188039,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1406,143,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1407,143,13C,0.055475796253147885,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1408,143,15N,0.002762544918062104,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1409,143,2H,0.0009852682416167935,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1410,143,18O,0.005167630164903979,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1421,145,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1422,145,13C,0.05611132985171373,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1423,145,15N,0.002762587443423192,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1424,145,2H,0.0006093187011462544,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1425,145,18O,0.005236005900297935,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1439,147,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1440,147,13C,0.05488131121991308,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1441,147,15N,0.002899166157650857,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1442,147,2H,0.0011130582716949071,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1443,147,18O,0.005193053794033302,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1458,149,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1459,149,13C,0.055105827878240615,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1460,149,15N,0.002887920628114865,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1461,149,2H,0.0011759511187240262,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1462,149,18O,0.005248087234685013,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1482,151,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1483,151,13C,0.05535918839641856,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1484,151,15N,0.002781523863479648,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1485,151,2H,0.0011911381287635755,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1486,151,18O,0.0053532468379359965,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1502,153,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1503,153,13C,0.05537873801987602,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1504,153,15N,0.00268823270718958,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1505,153,2H,0.0011724530186448178,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1506,153,18O,0.0053497848534045786,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1529,155,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1530,155,13C,0.05508155749661908,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1531,155,15N,0.00295126461499043,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1532,155,2H,0.0010223542194651048,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1533,155,18O,0.005137540443936494,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1540,157,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1541,157,13C,0.055517964992467465,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1542,157,15N,0.002785912833234096,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1543,157,2H,0.0010338719963701448,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1544,157,18O,0.005305642804013947,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1553,159,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1554,159,13C,0.05449489375734005,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1555,159,15N,0.002824513604460428,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1556,159,2H,0.00120676532790003,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1557,159,18O,0.0053459772728906675,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1575,161,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1576,161,13C,0.05466577133883765,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1577,161,15N,0.002779357845049355,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1578,161,2H,0.0013650798726447446,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1579,161,18O,0.005116305174580011,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1592,163,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1593,163,13C,0.056249390337273865,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1594,163,15N,0.0017716851647351594,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1595,163,2H,0.00042132031686148923,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1596,163,18O,0.0052477281220911776,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1604,165,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1605,165,13C,0.05516911689081204,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1606,165,15N,0.0026979256132239077,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1607,165,2H,0.0008622613807728926,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1608,165,18O,0.0054383737003453345,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1623,167,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1624,167,13C,0.05457141295935922,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1625,167,15N,0.002729382779891179,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1626,167,2H,0.0011865293153621895,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1627,167,18O,0.005410237166020254,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1647,169,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1648,169,13C,0.05509197377882906,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1649,169,15N,0.0025353781851080856,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1650,169,2H,0.0006857203150198634,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1651,169,18O,0.005122776070175969,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1672,171,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1673,171,13C,0.05584250490697888,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1674,171,15N,0.0019434846750356093,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1675,171,2H,0.0002982561800657105,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1676,171,18O,0.005126165136215563,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1682,173,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1683,173,13C,0.05549998782307372,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1684,173,15N,0.0027824348698855376,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1685,173,2H,0.0011045291811415145,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1686,173,18O,0.0053512705096368796,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1705,175,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1706,175,13C,0.055471712690660514,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1707,175,15N,0.0027505224055507,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1708,175,2H,0.0007742344009458647,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1709,175,18O,0.005318944582712611,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1720,177,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1721,177,13C,0.05530163256932094,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1722,177,15N,0.002813308596615909,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1723,177,2H,0.0008892580804098168,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1724,177,18O,0.005430989793160639,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1753,181,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1754,181,13C,0.05585107784850739,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1755,181,15N,0.0025269079014203573,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1756,181,2H,0.0006757876510877589,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1757,181,18O,0.005249330033904604,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1773,183,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1774,183,13C,0.055020165065922826,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1775,183,15N,0.0025036628320673905,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1776,183,2H,0.0007151904027357117,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1777,183,18O,0.005252303312569445,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1791,185,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1792,185,13C,0.055533965588214,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1793,185,15N,0.0027548553365275017,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1794,185,2H,0.0010389250190121113,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1795,185,18O,0.005266664258153554,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1810,187,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1811,187,13C,0.055500343718171835,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1812,187,15N,0.002669145511046761,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1813,187,2H,0.0011730965446675279,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1814,187,18O,0.005153614817882881,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1832,189,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1833,189,13C,0.0547068697561917,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1834,189,15N,0.0029230374197502158,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1835,189,2H,0.001023145370330431,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1836,189,18O,0.0053838709344453785,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1850,191,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1851,191,13C,0.05560323930672064,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1852,191,15N,0.0026354329572419754,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1853,191,2H,0.0009825417245851386,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1854,191,18O,0.005169417760607665,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1869,193,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1870,193,13C,0.054983865628626685,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1871,193,15N,0.0027441336921569005,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1872,193,2H,0.0009996178573809275,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1873,193,18O,0.005155654314280889,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1883,195,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1884,195,13C,0.05523071141515331,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1885,195,15N,0.0026665702197839424,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1886,195,2H,0.0011477318126131776,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1887,195,18O,0.005243183096779333,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1896,197,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1897,197,13C,0.05453516313336774,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1898,197,15N,0.0027450588189629013,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1899,197,2H,0.000934133328692562,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1900,197,18O,0.005176383761530759,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1913,199,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1914,199,13C,0.05801905676224404,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1915,199,15N,0.0014534017908535868,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1916,199,2H,0.0003277244239057531,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1917,199,18O,0.00541298662928172,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1924,201,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1925,201,13C,0.05544663346933988,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1926,201,15N,0.0024461382280329194,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1927,201,2H,0.0007226086210948283,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1928,201,18O,0.0052474310900751785,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1940,203,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1941,203,13C,0.055093279774520665,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1942,203,15N,0.002686843807486448,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1943,203,2H,0.0007196018320991226,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1944,203,18O,0.0052644685228526115,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1963,205,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1964,205,13C,0.05545870870882732,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1965,205,15N,0.0027295430074120324,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1966,205,2H,0.0011615283428508605,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1967,205,18O,0.0054698256245817025,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1984,207,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1985,207,13C,0.0549956302015469,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1986,207,15N,0.0027271729534316985,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1987,207,2H,0.000817825460691642,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
1988,207,18O,0.0052917673531191894,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2000,209,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2001,209,13C,0.05784989973695449,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2002,209,15N,0.0014840094406602024,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2003,209,2H,0.00040163043838306383,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2004,209,18O,0.0054084129838801575,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2009,211,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2010,211,13C,0.05556205262076652,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2011,211,15N,0.002431977906993775,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2012,211,2H,0.0006950170626613838,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2013,211,18O,0.0052283493618028865,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2026,213,0,1.0,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2027,213,13C,0.055435988713304685,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2028,213,15N,0.002666339902767253,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
2029,213,2H,0.0007475322088978987,Hyp,20200309_AminoAcid_Hyp_0.1_AGC_2_fit.csv,MS
